landmark_name,landmark_address
동국대학교서울캠퍼스_상록원,서울특별시 중구 장충동2가 192-20
동국대학교서울캠퍼스_신공학관,서울특별시 중구 장충동2가 192-15
동국대학교서울캠퍼스_영상대학원,서울특별시 중구 장충동2가 26-1
동국대학교서울캠퍼스_원흥관,서울특별시 중구 장충동2가 192-11
동국대학교서울캠퍼스_정보문화관P,서울특별시 중구 장충동2가 192-10
동국대학교서울캠퍼스_정보문화관Q,서울특별시 중구 장충동2가 192-8
동국대학교서울캠퍼스_중앙도서관,서울특별시 중구 장충동2가 192-16
동국대학교서울캠퍼스_학생회관,서울특별시 중구 장충동2가 192-7
동국대학교이해랑예술극장,서울특별시 중구 필동3가 26-1
동대문(흥인지문),서울특별시 종로구 종로 288
동대문경찰서,서울특별시 동대문구 약령시로21길 29 동대문경찰서
동대문구답십리도서관,서울특별시 동대문구 답십리1동 474-5
동대문구민체육센터,서울특별시 동대문구 장안동 356
동대문구민회관,서울특별시 동대문구 장안동 354-5
동대문구보건소,서울특별시 동대문구 용두동 39-9 동대문구청
동대문구정보화도서관,서울특별시 동대문구 청량리동 206-19
동대문구청,서울특별시 동대문구 천호대로 145 동대문구청
동대문구청사거리,서울특별시 동대문구 용두동
동대문도서관,서울특별시 동대문구 신설동 109-4
동대문디자인플라자,서울특별시 중구 을지로 281
동대문디자인플라자_갤러리문,서울특별시 중구 신당동 853
동대문문화원,서울특별시 동대문구 답십리로 210-9(답십리동)
동대문시장,서울특별시 종로구 종로5가 321-1
동대문신발도매상가,서울특별시 종로구 청계천로 319 동대문신발상가
동대문역사관,서울특별시 중구 을지로 281
동대문역사문화공원,서울특별시 중구 을지로7가 2-1
동대문역사문화공원_동대문운동장기념관,서울특별시 중구 신당동 853
동대문역사문화공원_동대문유구전시장,서울특별시 중구 신당동 853
동대문종합사회복지관,서울특별시 동대문구 제기동 220
동대문청소년수련관,서울특별시 동대문구 청량리동 11-1
동덕아트갤러리,서울특별시 종로구 관훈동 151-8
동덕여자대학교,서울특별시 성북구 하월곡동 23-1
동덕여자대학교_대학원,서울특별시 성북구 하월곡동 23-1
동덕여자대학교_동인관,서울특별시 성북구 하월곡동 23-1
동덕여자대학교_백주년기념관,서울특별시 성북구 하월곡동 24-5
동덕여자대학교_승인관,서울특별시 성북구 상월곡동 86-12
동덕여자대학교_약학관,서울특별시 성북구 하월곡동 23-1
동덕여자대학교_여성학센터,서울특별시 성북구 상월곡동 78-1
동덕여자대학교_예지관,서울특별시 성북구 상월곡동 86-12
동덕여자대학교_인덕관,서울특별시 성북구 하월곡동 23-1
동덕여자대학교_인문관,서울특별시 성북구 상월곡동 86-78
동덕여자대학교_정문,서울특별시 성북구 하월곡동 23-1
동덕여자대학교_평생교육원,서울특별시 성북구 하월곡동 23-1
동덕여자대학교박물관,서울특별시 성북구 화랑로13길 60(하월곡동)
동림매듭박물관,서울특별시 종로구 가회동 11-7
동묘,서울특별시 종로구 숭인동 238-1
동부센트레빌,서울특별시 서대문구 독립문로 14길 74
동북제일침례교회,서울특별시 성북구 화랑로5길 93
동빙고부군당,서울특별시 용산구 서빙고로73길 24-27
동십자각,서울특별시 종로구 세종로 1-58
동아에코빌,서울특별시 성북구 장월로1길 28
동양미래대학교,서울특별시 구로구 경인로 445
동양예술극장,서울특별시 종로구 혜화동 163-24
동원골목시장,서울특별시 중랑구 상봉로11길 37
동자아트홀,서울특별시 용산구 한강대로 372
동자어린이공원,서울특별시 용산구 한강대로104길 30-4
동작구다문화가족지원센터,서울특별시 동작구 사당동 1136-1
동작구민체육센터,서울특별시 동작구 신대방동 460-1
동작구청,서울특별시 동작구 장승배기로 161 동작구청
동작구흑석체육센터,서울특별시 동작구 흑석동 116-1
동작대교,서울특별시 용산구 이촌동
동작도서관,서울특별시 동작구 노량진동 310-118
동작문화원,서울특별시 동작구 상도동 176-3
동작아트갤러리,서울특별시 동작구 신대방동 722
동평화시장,서울특별시 중구 신당동 217-95
동평화패션타운,서울특별시 중구 청계천로 318 동평화시장
동호대교,서울특별시 성동구 옥수동
동화상가,서울특별시 중구 을지로6가 17-415
두산아트센터,서울특별시 종로구 연지동 269-2
두산아파트,서울특별시 성북구 화랑로48길 16
두타몰,서울특별시 중구 장충단로 275 두산타워빌딩
둔촌사거리,서울특별시 강동구 성내동
둔촌역전통시장,서울특별시 강동구 성내동 450-54
둘리뮤지엄,서울특별시 도봉구 쌍문동 산240-5
드래곤힐스파,서울특별시 용산구 한강로3가 40-946
드림아트센터,서울특별시 종로구 동숭동 1-42
등나무근린공원,서울특별시 노원구 중계동 508-1
디지털파빌리온,서울특별시 마포구 상암동 1605
디큐브시티해바라기공원,서울특별시 구로구 신도림동 360-94
디큐브아트센터,서울특별시 구로구 신도림동 692
떡박물관,서울특별시 종로구 와룡동 164-2
뚝섬미술관,서울특별시 성동구 아차산로 33 지하 1층
뚝섬승마훈련원,서울특별시 성동구 성수동1가 685-6
뚝섬전망문화콤플렉스J-Bug,서울특별시 광진구 강변북로 68
뚝섬한강공원,서울특별시 광진구 자양동 704-1
뚝섬한강공원음악분수,서울특별시 광진구 자양동
뚝섬한강공원음악분수음수대,서울특별시 광진구 자양동
뚝섬한강공원인공암벽장,서울특별시 광진구 자양동
뚝섬한강치안센터,서울특별시 광진구 자양4동
라마다서울신도림호텔,서울특별시 구로구 경인로 624
라온트래블스토리지,서울특별시 마포구 동교동 190-1
라이즈오토그래프컬렉션,서울특별시 마포구 서교동 354-5
라트어린이극장,서울특별시 강남구 논현로 164(도곡동)
라포레스타,서울특별시 마포구 동교동 181-4 지층
래미안 솔베뉴 아파트,서울특별시 강동구 양재대로 1650
래미안갤러리,서울특별시 송파구 문정동 623
래미안길음센터피스아파트,서울특별시 성북구 숭인로 50
래미안남가좌2차,서울특별시 서대문구 수색로6길 43
래미안루센티아,서울특별시 서대문구 거북골로 100
래미안베라힐즈아파트,서울특별시 은평구 녹번동 283
래미안석관,서울특별시 성북구 화랑로 214
래미안세레니티,서울특별시 성북구 종암로23길 35
래미안송파파인탑아파트,서울특별시 송파구 오금로32길 31
래미안아트리치,서울특별시 성북구 돌곶이로8길 22
래미안월곡,서울특별시 성북구 오패산로 90
래미안장위퍼스트하이,서울특별시 성북구 한천로 713
래미안장위포레카운티,서울특별시 성북구 장월로 160
래미안트리베라1차아파트,서울특별시 강북구 삼양로19길 25
래미안트리베라2차아파트,서울특별시 강북구 삼양로27길 19
럭키레포츠타운,서울특별시 강북구 한천로 1013
레미안첼리투스아파트,서울특별시 용산구 이촌로 310
레이크팰리스,서울특별시 송파구 잠실로 88
롤링홀,서울특별시 마포구 서교동 402-22
롯데갤러리본점,서울특별시 중구 소공동 1
롯데마트구로점,서울특별시 구로구 경인로 482
롯데몰김포공항점스카이파크,서울특별시 강서구 방화동 886
롯데백화점[강남],서울특별시 강남구 대치동 937
롯데백화점[건대스타시티],서울특별시 광진구 자양동 227-342
롯데백화점[관악],서울특별시 관악구 봉천동 729-22
롯데백화점[김포공항],서울특별시 강서구 방화동 886
롯데백화점[노원],서울특별시 노원구 상계동 713
롯데백화점[미아],서울특별시 강북구 미아동 70-2
롯데백화점[본점],서울특별시 중구 소공동 1
롯데백화점[스타시티점],서울특별시 광진구 능동로 92
롯데백화점[영등포],서울특별시 영등포구 영등포동 618-496
롯데백화점[잠실],서울특별시 송파구 잠실동 40-1
롯데백화점[청량리],서울특별시 동대문구 전농동 588-1
롯데백화점[캐슬플라자],서울특별시 송파구 신천동 7-18
롯데시티호텔김포공항,서울특별시 강서구 방화동 886
롯데월드,서울특별시 송파구 올림픽로 240
롯데월드_3D황야의무법자2,서울특별시 송파구 잠실동 47-1
롯데월드_4D슈팅씨어터,서울특별시 송파구 잠실동 40-1
롯데월드_거울미로,서울특별시 송파구 잠실동 47-1
롯데월드_게임빌리지,서울특별시 송파구 잠실동 40-1
롯데월드_게임팩토리,서울특별시 송파구 잠실동 47-1
롯데월드_그럴싸진관,서울특별시 송파구 잠실동 40-1
롯데월드_동화극장,서울특별시 송파구 잠실동 47-1
롯데월드_드래곤와일드슈팅,서울특별시 송파구 잠실동 47-1
롯데월드_드림보트,서울특별시 송파구 잠실동 40-1
롯데월드_로티스에어벌룬,서울특별시 송파구 잠실동 47-1
롯데월드_로티스엠포리움,서울특별시 송파구 잠실동 47-1
롯데월드_만남의광장,서울특별시 송파구 잠실동 47-1
롯데월드_매직붕붕카,서울특별시 송파구 잠실동 47-1
롯데월드_매직아일랜드,서울특별시 송파구 잠실동 47-1 롯데 매직아일랜드
롯데월드_머킹의회전목마,서울특별시 송파구 잠실동 47-1
롯데월드_백설공주의성,서울특별시 송파구 잠실동 47-1
롯데월드_번지드롭,서울특별시 송파구 잠실동 47-1
롯데월드_범퍼카,서울특별시 송파구 잠실동 40-1
롯데월드_뽀로로파크,서울특별시 송파구 잠실동 47-1
롯데월드_세젤예교,서울특별시 송파구 잠실동 40-1
롯데월드_스위트월드(위니비니),서울특별시 송파구 잠실동 47-1
롯데월드_스페인해적선,서울특별시 송파구 잠실동 47-1
롯데월드_신밧드의모험,서울특별시 송파구 잠실동 47-1
롯데월드_아이스링크,서울특별시 송파구 잠실동 40-1
롯데월드_어린이범퍼카,서울특별시 송파구 잠실동 47-1
롯데월드_어크로스다크,서울특별시 송파구 잠실동 40-1
롯데월드_와이드정글,서울특별시 송파구 잠실동 40-1
롯데월드_와일드윙,서울특별시 송파구 잠실동 40-1
롯데월드_와일드정글,서울특별시 송파구 잠실동 40-1
롯데월드_유레카,서울특별시 송파구 잠실동 47-1
롯데월드_자이로드롭,서울특별시 송파구 잠실동 47-1
롯데월드_자이로스윙,서울특별시 송파구 잠실동 47-1
롯데월드_자이로스핀,서울특별시 송파구 잠실동 47-1
롯데월드_점핑피쉬,서울특별시 송파구 잠실동 47-1
롯데월드_정글슈팅,서울특별시 송파구 잠실동 40-1
롯데월드_정글탐험보트,서울특별시 송파구 잠실동 40-1
롯데월드_좀비프리즌,서울특별시 송파구 잠실동 47-1
롯데월드_토이플러스,서울특별시 송파구 잠실동 47-1
롯데월드_톰오브호러,서울특별시 송파구 잠실동 47-1
롯데월드_파라오의분노,서울특별시 송파구 잠실동 40-1
롯데월드_풍선비행,서울특별시 송파구 잠실동 40-1
롯데월드_플라이벤처,서울특별시 송파구 잠실동 40-1
롯데월드_햇님달님,서울특별시 송파구 잠실동 47-1
롯데월드_혜성특급,서울특별시 송파구 잠실동 47-1
롯데월드_환상의숲,서울특별시 송파구 잠실동 47-1
롯데월드_환타지기프트샵,서울특별시 송파구 잠실동 47-1
롯데월드_환타지드림,서울특별시 송파구 잠실동 47-1
롯데월드_회전그네,서울특별시 송파구 잠실동 47-1
롯데월드가든스테이지,서울특별시 송파구 올림픽로 240(잠실동)
롯데월드로티스엠포리움,서울특별시 송파구 올림픽로 240 롯데월드
롯데월드몰,서울특별시 송파구 신천동 29
롯데월드타워,서울특별시 송파구 올림픽로 300 롯데월드타워
롯데하이마트,서울특별시 구로구 경인로 334
롯데호텔서울,서울특별시 중구 을지로 30 롯데호텔서울
르메르디앙서울,서울특별시 강남구 봉은사로 120
리나갤러리,서울특별시 강남구 논현로142길 43
리치몰,서울특별시 구로구 구로중앙로 134 신구로자이 나인스에비뉴
마곡광장,서울특별시 강서구 마곡동 767-2
마곡레포츠센터,서울특별시 강서구 마곡동 56-22
마로니에극장,서울특별시 종로구 동숭길 50(동숭동)
마리나컨벤션센터,서울특별시 영등포구 여의도동 81-8
마리오아울렛,서울특별시 금천구 디지털로9길 23 마리오2 패션타워
마장축산물시장,서울특별시 성동구 마장동 500
마천중앙시장,서울특별시 송파구 마천동 140-2
마천청소년수련관,서울특별시 송파구 마천동 325-5
마포구청,서울특별시 마포구 월드컵로 212 마포구청
마포농수산물시장,서울특별시 마포구 성산동 533-1
마포대교,서울특별시 마포구
마포래미안푸르지오,서울특별시 마포구 마포대로 195
마포문화원,서울특별시 마포구 백범로 227(신공덕동)
마포전차종점3·1운동만세시위지,서울특별시 마포구 마포동 140
마포중앙도서관,서울특별시 마포구 성산로 128
마포평생학습관,서울특별시 마포구 서교동 341-1
만리배수지공원,서울특별시 마포구 환일7길 16 
만양로상점가,서울특별시 동작구 노량진동 119-158
만천곤충박물관,서울특별시 영등포구 영등포로 180
맑은숲어린이공원,서울특별시 성북구 월계로36길 27
망우리공원,서울특별시 중랑구 망우로 570
망원시장,서울특별시 마포구 망원동 411-2
망원월드컵시장,서울특별시 마포구 포은로 120
망원유수지체육공원,서울특별시 마포구 망원동 450-3
망원정지,서울특별시 마포구 동교로8안길 23
망원청소년문화센터,서울특별시 마포구 망원동 451-1
망원한강공원,서울특별시 마포구 마포나루길 467 한강공원망원지구사무소
망원한강공원_RingWalk,서울특별시 마포구 상암동 482-324
매헌윤봉길의사기념관,서울특별시 서초구 양재동 236
메리어트이그제큐티브아파트먼트,서울특별시 영등포구 여의대로 8
메세나폴리스몰,서울특별시 마포구 서교동 490
메이필드호텔앤리조트,서울특별시 강서구 방화대로 94
면목종합사회복지관,서울특별시 중랑구 면목동 1382
명동난타극장,서울특별시 중구 명동길 26(명동2가) 유네스코빌딩 3층
명동대성당_범우관,서울특별시 중구 저동1가 39-4
명동성당,서울특별시 중구 명동2가 1-1
명동예술극장,서울특별시 중구 명동길 35
명륜교회,서울특별시 종로구 혜화로3길 6 명륜교회
명륜동와룡문화센터,서울특별시 종로구 명륜길 26
명보극장,서울특별시 중구 초동 18-5
명인박물관,서울특별시 종로구 가회동 208-7
명일전통시장,서울특별시 강동구 명일동 324-20 일대
명지고등학교,서울특별시 서대문구 명지2길 56 명지중·고등학교
명지대학교인문캠퍼스,서울특별시 서대문구 남가좌동 50-3
명지중학교,서울특별시 서대문구 명지2길 56
명지초등학교,서울특별시 서대문구 명지2길 32-20
모던화랑,서울특별시 종로구 관훈동 27-1
모래내시장,서울특별시 서대문구 남가좌동 290-2
모인화랑,서울특별시 종로구 인사동10길 13(관훈동) 청아빌딩 2층
모차르트콘서트홀,서울특별시 서초구 명달로 104(서초동)
목동깨비시장,서울특별시 양천구 목3동 617-13
목동문화체육센터,서울특별시 양천구 목동중앙본로 73 목동문화체육센터
목동종합운동장,서울특별시 양천구 안양천로 939
목동종합운동장_목동사격장,서울특별시 양천구 목동 914
목동종합운동장_목동주경기장,서울특별시 양천구 목동 914
목동종합운동장_실내아이스링크,서울특별시 양천구 목동 914
목동종합운동장_야구장,서울특별시 양천구 목동 914
몽골울란바타르문화진흥원,서울특별시 광진구 광장로 1(광장동)
몽마르뜨공원,서울특별시 서초구 반포동 산94-4
몽촌역사관,서울특별시 송파구 방이동 88
몽촌토성,서울특별시 송파구 올림픽로 424 올림픽공원
묘각사,서울특별시 종로구 숭인동 178-3
무궁화동산,서울특별시 종로구 궁정동 55-5
무궁화소공원,서울특별시 구로구 고척동
무중력지대무악재,서울특별시 서대문구 홍제동 26-1
무중력지대양천,서울특별시 양천구 목동 404-1
무학봉체육관,서울특별시 중구 난계로6길 8
문래예술공장,서울특별시 영등포구 문래동1가 30
문래창작촌,서울특별시 영등포구 문래동3가 54-39
문묘,서울특별시 종로구 성균관로 31 성균관유림회관
문정동대우푸르지오1차아파트,서울특별시 송파구 문정로 55
문정동로데오상점가,서울특별시 송파구 문정동 41-5
문정동삼성래미안아파트,서울특별시 송파구 문정로 83
문화공간엘림홀,서울특별시 종로구 동숭동 195-6
문화비축기지,서울특별시 마포구 증산로 87
문화비축기지_공연장,서울특별시 마포구 성산동 661
문화비축기지_문화마당,서울특별시 마포구 성산동 661
문화비축기지_문화복합공간,서울특별시 마포구 성산동 661
문화비축기지_이야기관,서울특별시 마포구 성산동 661
문화비축기지_커뮤니티센터,서울특별시 마포구 성산동 661
문화비축기지_탱크원형,서울특별시 마포구 성산동 661
문화역서울284,서울특별시 중구 통일로 1 서울역
문화일보홀,서울특별시 중구 새문안로 22(충정로1가)
문화정원아트홀,서울특별시 금천구 가산로 61 지하1층
문화철도959,서울특별시 구로구 신도림동 460-26
뮤지엄김치간,서울특별시 종로구 관훈동 196-10
미아동부센트레빌아파트,서울특별시 강북구 숭인로7가길 37
미아리고개예술극장,서울특별시 성북구 돈암동 51-49
미아삼성래미안1차아파트,서울특별시 강북구 삼양로 256
미아송천센트레빌2차아파트,서울특별시 강북구 숭인로 39
미타사(성북),서울특별시 성북구 보문동3가 51
민송아트홀,서울특별시 종로구 혜화동 185 중원빌딩
민영환자결터,서울특별시 종로구 공평동 1
밀레니엄힐튼서울,서울특별시 중구 소월로 50
밀알교회,서울특별시 강남구 언주로134길 35
밀알미술관,서울특별시 강남구 일원동 713
박석어린이공원,서울특별시 은평구 갈현동 416-3
반딧불이생태관,서울특별시 마포구 상암동 481-6
반포대교,서울특별시 서초구 반포동
반포종합운동장,서울특별시 서초구 반포2동 15-2
반포한강공원,서울특별시 서초구 반포동 115-5
발바닥공원,서울특별시 도봉구 방학동 270-2
방산시장,서울특별시 중구 주교동 251-1
방산종합시장,서울특별시 중구 주교동 19-1
방신전통시장,서울특별시 강서구 방화동 567-23
방이동생태경관보전지역,서울특별시 송파구 동남로 397(방이동)
방이시장,서울특별시 송파구 방이동 137-8
방학동은행나무,서울특별시 도봉구 방학동 546
방학삼성래미안1단지아파트,서울특별시 도봉구 마들로 646
방화대교,서울특별시 강서구 방화동
배재학당역사박물관,서울특별시 중구 서소문로11길 19
백련산SK뷰아이파크아파트,서울특별시 은평구 응암동 767
백련산매바위유아숲체험장,서울특별시 서대문구 홍은동 310-1
백련산파크자이아파트,서울특별시 은평구 응암동 626-108
백련산해모로아파트,서울특별시 은평구 응암동 768
백련산힐스테이트1차,서울특별시 은평구 응암동 759
백석예술대학교,서울특별시 서초구 방배동 981-7
백송갤러리,서울특별시 종로구 관훈동 197-9
백암아트홀,서울특별시 강남구 테헤란로113길 7(삼성동)
백인제가옥,서울특별시 종로구 북촌로7길 16
백해영갤러리,서울특별시 용산구 이태원로27길 77(이태원동)
뱅뱅사거리,서울특별시 서초구 서초동
법무사회관,서울특별시 강남구 논현로 651
법원검찰청사거리,서울특별시 서초구 서초동
벽산아파트,서울특별시 노원구 한글비석로 399
벽진이씨충숙공묘역,서울특별시 노원구 하계동
벽천나들목,서울특별시 광진구 자양동
별마당도서관,서울특별시 강남구 삼성동 159
별빛남문시장,서울특별시 금천구 시흥대로144길 17
보라매공원_반려견놀이터,서울특별시 동작구 신대방동 722
보라매공원_에어파크,서울특별시 동작구 신대방동 722
보라매공원_중앙바닥분수,서울특별시 동작구 신대방동 722
보라매공원_테마놀이터,서울특별시 동작구 신대방동 722
보라매안전체험관,서울특별시 동작구 신대방동 722
보문사,서울특별시 성북구 보문사길 20
보성사터,서울특별시 종로구 견지동 46-1
보신각,서울특별시 종로구 종로 54
보신각터,서울특별시 종로구 관철동 45-3
보현정사,서울특별시 중랑구 상봉동 산24-3
복합문화공간에무,서울특별시 종로구 경희궁1가길 7
본다빈치뮤지엄능동,서울특별시 광진구 능동 18-11
본원정사(서울),서울특별시 강북구 수유동 산125
봉국사(서울),서울특별시 성북구 정릉동 636
봉원사,서울특별시 서대문구 봉원동 산1
봉은사,서울특별시 강남구 삼성동 73
봉은사_다래헌,서울특별시 강남구 삼성동 73
봉은사_미륵전,서울특별시 강남구 삼성동 73
봉은사_범종각,서울특별시 강남구 삼성동 73
봉은사_법왕루,서울특별시 강남구 삼성동 73
봉은사_보우당,서울특별시 강남구 삼성동 73
봉은사_비각,서울특별시 강남구 삼성동 73
봉은사_심검당,서울특별시 강남구 삼성동 73
봉은사_영각,서울특별시 강남구 삼성동 73
봉은사_영산전,서울특별시 강남구 삼성동 73
봉은사_요사,서울특별시 강남구 삼성동 73
봉은사_운하당,서울특별시 강남구 삼성동 73
봉은사_응향각,서울특별시 강남구 삼성동 73
봉은사_전통문화체험관,서울특별시 강남구 삼성동 73
봉은사_종루,서울특별시 강남구 삼성동 73
봉은사_지장전,서울특별시 강남구 삼성동 73
봉은사_진여문,서울특별시 강남구 삼성동 73
봉은사_판전,서울특별시 강남구 삼성동 73
봉일온천,서울특별시 관악구 은천로 28 봉일프라자
봉화산,서울특별시 중랑구 묵동
봉화산옹기테마공원,서울특별시 중랑구 신내동 777
봉황각,서울특별시 강북구 우이동 254
부엉이박물관,서울특별시 종로구 북촌로 143-10(삼청동)
북서울꿈의숲,서울특별시 강북구 번동 90
북서울꿈의숲_거울못,서울특별시 강북구 번동 90
북서울꿈의숲_글래스파빌리온,서울특별시 강북구 번동 94
북서울꿈의숲_드림스튜디오,서울특별시 강북구 번동 92
북서울꿈의숲_볼프라자,서울특별시 강북구 번동 91
북서울꿈의숲_브라운가든,서울특별시 강북구 번동 102
북서울꿈의숲_사슴방사장,서울특별시 강북구 번동 102
북서울꿈의숲_서울번동창녕위궁재사,서울특별시 강북구 번동 99
북서울꿈의숲_숲속문화전시장,서울특별시 강북구 번동 97
북서울꿈의숲_월영지,서울특별시 강북구 번동 98
북서울꿈의숲_잔디휴게마당,서울특별시 강북구 번동 102
북서울꿈의숲_전망대,서울특별시 강북구 번동 산28-6
북서울꿈의숲_조팝나무정원,서울특별시 강북구 번동 95
북서울꿈의숲_창포원,서울특별시 강북구 번동 93
북서울꿈의숲아트센터,서울특별시 강북구 번동 산28-6
북악산서울성곽,서울특별시 성북구 성북동
북악팔각정,서울특별시 종로구 북악산로 267 북악팔각정
북촌_동양문화박물관,서울특별시 종로구 삼청동 35-91
북촌문화센터,서울특별시 종로구 계동길 37
북촌한옥마을,서울특별시 종로구 계동길 37
북한산 래미안1단지,서울특별시 은평구 불광동 638
북한산 래미안2단지,서울특별시 은평구 불광동637
북한산국립공원,서울특별시 성북구 정릉동 산1-1
북한산국립공원(도봉지구),서울특별시 도봉구 도봉산길 86(도봉동)
북한산더샵,서울특별시 서대문구 통일로 510
북한산푸르지오아파트,서울특별시 은평구 녹번동 281
북한산현대홈타운,서울특별시 은평구 불광동 633
북한산힐스테이트1차,서울특별시 은평구 불광동 635
북한산힐스테이트3차 아파트,서울특별시 은평구 불광동 641
북한산힐스테이트7차 아파트,서울특별시 은평구 불광동 643
분재박물관,서울특별시 서초구 신흥안길 40-10(내곡동)
분토골어린이공원,서울특별시 은평구 증산동
불광롯데캐슬아파트,서울특별시 은평구 불광동 645
불광미성아파트,서울특별시 은평구 불광동 248
불광천생태에너지체험관,서울특별시 은평구 응암동
불국사,서울특별시 강남구 일원동 442
불암산자연공원,서울특별시 노원구 상계동 산173-3
브이센터,서울특별시 강동구 고덕동 402-6
블루스퀘어,서울특별시 용산구 한남동 727-56
블루스퀘어_아이마켓홀,서울특별시 용산구 한남동 727-56
빌리엔젤홍대점,서울특별시 마포구 와우산로 103
빽다방한양대점,서울특별시 성동구 마조로 21 1층
뻐꾸기어린이공원,서울특별시 노원구 하계동
사가정공원,서울특별시 중랑구 면목동 519
사각사각플레이스,서울특별시 송파구 잠실동 1-1
사당문화회관,서울특별시 동작구 사당동 248-6
사당솔밭도서관,서울특별시 동작구 사당동 708-1188
사비나뮤지엄,서울특별시 은평구 진관동 161-10
사육신공원,서울특별시 동작구 노량진동 152-3
사직공원,서울특별시 종로구 필운동 130-20
사직단,서울특별시 종로구 사직동
산악박물관,서울특별시 도봉구 도봉동 405
산천동부군당,서울특별시 용산구 효창원로15길 7
살곶이체육공원,서울특별시 성동구 사근동 102-16
삼각산금암미술관,서울특별시 은평구 진관길 21-2 삼각산금암미술관
삼각지어린이공원,서울특별시 용산구 용산동3가
삼선공원,서울특별시 성북구 삼선교로10바길 34
삼선상상어린이공원(삼군부총무당포함),서울특별시 성북구 삼선동1가 303
삼선초등학교,서울특별시 성북구 보문로29길 106
삼성동시장,서울특별시 관악구 삼성동 808-1
삼성딜라이트,서울특별시 서초구 서초대로74길 11(서초동)
삼성래미안공덕2차아파트,서울특별시 마포구 마포대로20길 26
삼성래미안공덕3차아파트,서울특별시 마포구 마포대로7길 22
삼성래미안라센트아파트,서울특별시 성북구 종암로24가길 80
삼성래미안파크팰리스아파트,서울특별시 송파구 동남로 225
삼성미술관Leeum,서울특별시 용산구 한남동 747-18
삼성산성지,서울특별시 관악구 신림동 산57-14
삼성암(서울),서울특별시 강북구 인수봉로23길 235(수유동)
삼성역사거리,서울특별시 강남구 삼성동
삼성출판박물관,서울특별시 종로구 구기동 126-4
삼육대학교,서울특별시 동대문구
삼육대학교_100주년기념관,서울특별시 노원구 공릉동 26-19
삼육대학교_90주년기념관,서울특별시 노원구 공릉동 26-21
삼육대학교_뉴스타트교육관,서울특별시 노원구 공릉동 26-19
삼육대학교_다니엘관,서울특별시 노원구 공릉동 26-19
삼육대학교_바울관,서울특별시 노원구 공릉동 26-19
삼육대학교_박물관,서울특별시 노원구 공릉동 26-60
삼육대학교_사무엘관,서울특별시 노원구 공릉동 26-21
삼육대학교_살렘관,서울특별시 노원구 공릉동 26-21
삼육대학교_선교70주년기념관,서울특별시 노원구 공릉동 26-21
삼육대학교_세계선교센터,서울특별시 노원구 공릉동 26-21
삼육대학교_스미스관,서울특별시 노원구 공릉동 26-21
삼육대학교_시온관,서울특별시 노원구 공릉동 26-21
삼육대학교_신학관,서울특별시 노원구 공릉동 26-21
삼육대학교_실험동물연구센터,서울특별시 노원구 공릉동 26-19
삼육대학교_아트&디자인관,서울특별시 노원구 공릉동 26-21
삼육대학교_에덴관,서울특별시 노원구 공릉동 26-21
삼육대학교_에스라관,서울특별시 노원구 공릉동 26-19
삼육대학교_요한관,서울특별시 노원구 공릉동 26-20
삼육대학교_원예학과온실,서울특별시 노원구 공릉동 26-21
삼육대학교_음악관,서울특별시 노원구 공릉동 26-21
삼육대학교_제1과학관,서울특별시 노원구 공릉동 26-21
삼육대학교_제1실습관,서울특별시 노원구 공릉동 26-21
삼육대학교_제2과학관,서울특별시 노원구 공릉동 26-21
삼육대학교_제3과학관,서울특별시 노원구 공릉동 26-20
삼육대학교_학생회관,서울특별시 노원구 공릉동 26-19
삼육서울병원,서울특별시 동대문구 망우로 82
삼익패션타운,서울특별시 중구 남창동 5
삼일독립선언유적지,서울특별시 종로구 인사동
삼전도비,서울특별시 송파구 잠실로 148
삼천사,서울특별시 은평구 진관동 산127-1
삼청각,서울특별시 성북구 성북동 330-115
삼청공원,서울특별시 종로구 북촌로 134-3 삼청공원관리실
삼청공원숲속도서관,서울특별시 종로구 삼청동
삼청기차박물관,서울특별시 종로구 북촌로 147
삿갓봉근린공원,서울특별시 노원구 중계동 356
상계대림아파트,서울특별시 노원구 상계동 172
상계문화정보도서관,서울특별시 노원구 상계동 1118-66
상계불암대림아파트,서울특별시 노원구 상계동 1289
상계역센트럴푸르지오아파트,서울특별시 노원구 상계동 85-33번지 일대
상계주공9단지아파트,서울특별시 노원구 노원로 532
상계청소년문화의집,서울특별시 노원구 상계동 966-15
상명대학교박물관,서울특별시 종로구 평창문화로 151(평창동)
상명대학교서울캠퍼스,서울특별시 종로구 홍지동 7-1
상명대학교서울캠퍼스_계당기념관,서울특별시 종로구 구기동 7-1
상명대학교서울캠퍼스_미래백년관,서울특별시 종로구 홍지동 7-1
상명대학교서울캠퍼스_중앙도서관,서울특별시 종로구 홍지동 7-1
상명대학교예술디자인센터,서울특별시 종로구 동숭동 1-38
상봉동성당,서울특별시 중랑구 면목로92길 34
상봉터미널,서울특별시 중랑구 상봉로 117
상상톡톡미술관,서울특별시 강북구 번동 90
상암동상점가,서울특별시 마포구 상암동 11-28
상암문화광장,서울특별시 마포구 상암동 1604.
상암소셜박스,서울특별시 성산구 성산동 661
상원미술관,서울특별시 종로구 평창31길 27(평창동)
새꿈어린이공원,서울특별시 용산구 동자동 8
새나라어린이공원,서울특별시 용산구 후암동 190-1
새락골어린이공원,서울특별시 은평구 신사동 5-21
새록어린이공원,서울특별시 은평구 녹번동 158-1
